ACTION,AS_units,AS_COMPLETION,ROW_COMPLETION,skip,checked_for_duplicates,row_number,Source,Source DOI,author,author_doi,data_location,sample,notes,notes1,notes2,treatment_OLD,treatment,treatment_NOTES,treatment_level,latitude,longitude,lat_lon_notes,location,elevation_m,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,aridity,plant_species,MAP(mm),MAT(°),Duration (year),year_sampled,fraction_scheme,aggregate_size_OLD,aggregate_size,amino_sugars,AS_units,gluN,gluN_units,murA,murA_units,galN,galN_units,manN,manN_units,microbial_necromass_C,MNC_units,fungal_necromass_C,FNC_units,bacterial_necromass_C,BNC_units,bacterial_biomass_C,bbc_units,fungal_biomass_C,fbc_units,microbial_biomass_C,MBC-units,microbial_biomass_N,MBN-units,soc,SOC_units,soil_C,TC_units,soil_N,TN_units,soil C/N,pH,pH_method,clay,silt,sand,texture,bulk_density,Method,other_variables_available
checked?,,,,,,2,,,,,,,,,,check,,,check,,,,,,,,,,checked,checked,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET UNITS,,GET UNITS,,GET UNITS,CHECK UNITS,,CHECK UNITS,,,,,,,,,,,
,,,,,Y,2,,,,,,,,,,,,,,,,,,m,cm,cm,,,,,,,,,,,bulk vs. aggregate,,,,,ug/g = mg/kg,,,,,,,,mg/kg,,mg/kg,,mg/kg,,,ug/g,,ug/g,mg/kg soil,,mg/kg soil,,,,mg/g = g/kg,,mg/g = g/kg,,,,,,,,,gcm3,,
,,,,,,3,STUDY,,,,,,,,,EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,AMINO SUGARS,,,,,,,,,,NECROMASS,,,,,,BIOMASS,,,,,,,,SOIL,,,,,,,,,,,,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Cattle-derived farmyard manure was applied at a rate of 35 t ha−1 year−1, supplying approximately 3250 kg C ha−1 year−1, 144 kg N ha−1 year−1, 48 kg P ha−1 year−1 and 326 kg K ha−1 year−1",FYM,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5161.262891,mg/kg,3622.684743,mg/kg,,,,,715.36,mg/kg,,,28.28571,g/kg,,,,,,7.29,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Cattle-derived farmyard manure was applied at a rate of 35 t ha−1 year−1, supplying approximately 3250 kg C ha−1 year−1, 144 kg N ha−1 year−1, 48 kg P ha−1 year−1 and 326 kg K ha−1 year−1",FYM,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5087.85799,mg/kg,3479.078695,mg/kg,,,,,726.82,mg/kg,,,29.18564,g/kg,,,,,,7.27,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Inorganic fertiliser was applied annually, supplying 144 kg N ha−1 year−1, 35 kg P ha−1 year−1 and 90 kg K ha−1 year−1",NPK,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3477.089166,mg/kg,1029.59285,mg/kg,,,,,421.24,mg/kg,,,14.28087,g/kg,,,,,,6.32,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Inorganic fertiliser was applied annually, supplying 144 kg N ha−1 year−1, 35 kg P ha−1 year−1 and 90 kg K ha−1 year−1",NPK,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4194.408775,mg/kg,1237.82235,mg/kg,,,,,397.52,mg/kg,,,13.46331,g/kg,,,,,,6.36,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Inorganic fertiliser was applied annually, supplying 144 kg N ha−1 year−1, 35 kg P ha−1 year−1 and 90 kg K ha−1 year−1",NPK,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3359.69212,mg/kg,1029.274005,mg/kg,,,,,390.6,mg/kg,,,13.41696,g/kg,,,,,,6.38,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,"Inorganic fertiliser was applied annually, supplying 144 kg N ha−1 year−1, 35 kg P ha−1 year−1 and 90 kg K ha−1 year−1",NPK,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3184.681529,mg/kg,996.923077,mg/kg,,,,,411.29,mg/kg,,,14.55253,g/kg,,,,,,6.22,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,Control,NIL,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2806.454714,mg/kg,752.321981,mg/kg,,,,,330.71,mg/kg,,,12.03404,g/kg,,,,,,7.59,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,Control,NIL,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2772.341285,mg/kg,776.289878,mg/kg,,,,,324.06,mg/kg,,,10.34483,g/kg,,,,,,7.62,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,Control,NIL,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2778.536033,mg/kg,768.484378,mg/kg,,,,,371.43,mg/kg,,,10.93168,g/kg,,,,,,7.65,,25,50,25,,,,
,,,,,,,,,Pan et al. 2026,https://doi.org/10.1111/gcb.70906,Figshare,,,,,fertilization,amendment,Control,NIL,51°45′34″ N,0°22′22″ W,N/A,N/A,N/A,0,23,N/A,Chromic Luvisols,cropland,N/A,,Triticum aestivum,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2691.650847,mg/kg,773.302647,mg/kg,,,,,365.69,mg/kg,,,10.88048,g/kg,,,,,,7.6,,25,50,25,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,Site,,,,,,,,Coordinate,,,Location,,,,,Soil type,,,,Cropping system,,,,,,,,,,,,,,,,,,,,Fungal necromass C,,Bacterial necromass C,,,,,,,,,,SOC,,,,TN,,,pH,,Clay,Silt,Sand,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg/g,,mg/g,,,,,,,,,,mg/g,,,,mg/g,,,/,,%,%,%,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,Control,Control,28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2900,mg/kg,1020,mg/kg,,,,,,,,,8.79,mg/g,,,0.8,mg/g,,4.72,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,Control,Control,28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3400,mg/kg,980,mg/kg,,,,,,,,,8.41,mg/g,,,0.76,mg/g,,4.74,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,Control,Control,28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2980,mg/kg,900,mg/kg,,,,,,,,,8.34,mg/g,,,0.74,mg/g,,4.68,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,32.8,62.5 ; manure t/ha: 0",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3540,mg/kg,1320,mg/kg,,,,,,,,,10.33,mg/g,,,0.96,mg/g,,4.95,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,32.8,62.5 ; manure t/ha: 0",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3870,mg/kg,1240,mg/kg,,,,,,,,,10.23,mg/g,,,0.95,mg/g,,4.9,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,32.8,62.5 ; manure t/ha: 0",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3530,mg/kg,1170,mg/kg,,,,,,,,,10.15,mg/g,,,0.95,mg/g,,4.85,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 84,32.8,62.5 ; manure t/ha: 7.2",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4040,mg/kg,1520,mg/kg,,,,,,,,,10.9,mg/g,,,1.05,mg/g,,4.96,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 84,32.8,62.5 ; manure t/ha: 7.2",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4770,mg/kg,1410,mg/kg,,,,,,,,,10.73,mg/g,,,1.04,mg/g,,4.99,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S1,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 84,32.8,62.5 ; manure t/ha: 7.2",28°15′ N,116°55′ E,N/A,Yingtan,N/A,0,20,N/A,Cambisols,cropland,N/A,,Peanut,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4210,mg/kg,1270,mg/kg,,,,,,,,,10.71,mg/g,,,1.03,mg/g,,5.07,,36.3,42.5,21.2,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,Control,Control,28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3160,mg/kg,1470,mg/kg,,,,,,,,,7.73,mg/g,,,0.75,mg/g,,4.97,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,Control,Control,28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840,mg/kg,1350,mg/kg,,,,,,,,,7.69,mg/g,,,0.71,mg/g,,4.92,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,Control,Control,28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3370,mg/kg,1190,mg/kg,,,,,,,,,7.68,mg/g,,,0.71,mg/g,,4.86,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,100 ; manure t/ha: 0",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3720,mg/kg,1720,mg/kg,,,,,,,,,9.26,mg/g,,,0.89,mg/g,,4.67,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,100 ; manure t/ha: 0",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4430,mg/kg,1580,mg/kg,,,,,,,,,9.17,mg/g,,,0.89,mg/g,,4.72,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,100 ; manure t/ha: 0",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3930,mg/kg,1390,mg/kg,,,,,,,,,8.99,mg/g,,,0.87,mg/g,,4.73,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 120,26.2,100 ; manure t/ha: 15",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5380,mg/kg,2290,mg/kg,,,,,,,,,15.65,mg/g,,,1.64,mg/g,,5.9,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 120,26.2,100 ; manure t/ha: 15",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6380,mg/kg,2210,mg/kg,,,,,,,,,15.27,mg/g,,,1.63,mg/g,,5.85,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S2,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 120,26.2,100 ; manure t/ha: 15",28°35′ N,116°17′ E,N/A,Jinxian,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5750,mg/kg,1990,mg/kg,,,,,,,,,14.59,mg/g,,,1.6,mg/g,,5.94,,34,52.7,13.3,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,Control,Control,26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2240,mg/kg,1250,mg/kg,,,,,,,,,8.37,mg/g,,,0.82,mg/g,,5.42,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,Control,Control,26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2530,mg/kg,1160,mg/kg,,,,,,,,,8.34,mg/g,,,0.82,mg/g,,5.34,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,Control,Control,26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2860,mg/kg,1010,mg/kg,,,,,,,,,8.07,mg/g,,,0.8,mg/g,,5.4,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 300,52.4,100 ; manure t/ha: 0",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3440,mg/kg,1590,mg/kg,,,,,,,,,12.06,mg/g,,,1.16,mg/g,,4.21,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 300,52.4,100 ; manure t/ha: 0",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3440,mg/kg,1440,mg/kg,,,,,,,,,11.82,mg/g,,,1.15,mg/g,,4.23,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 300,52.4,100 ; manure t/ha: 0",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3420,mg/kg,1280,mg/kg,,,,,,,,,11.64,mg/g,,,1.14,mg/g,,4.17,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 90,52.4,100 ; manure t/ha: 42",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7140,mg/kg,2290,mg/kg,,,,,,,,,18.37,mg/g,,,1.96,mg/g,,6.08,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 90,52.4,100 ; manure t/ha: 42",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7280,mg/kg,2130,mg/kg,,,,,,,,,18.29,mg/g,,,1.95,mg/g,,6.1,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S3,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 90,52.4,100 ; manure t/ha: 42",26°45′ N,111°52′ E,N/A,Qiyang,N/A,0,20,N/A,Cambisols,cropland,N/A,,Maize-wheat rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7120,mg/kg,1850,mg/kg,,,,,,,,,18.04,mg/g,,,1.95,mg/g,,6.16,,46.4,33.7,19.9,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,Control,Control,40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4970,mg/kg,1150,mg/kg,,,,,,,,,9,mg/g,,,0.89,mg/g,,6.04,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,Control,Control,40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5480,mg/kg,980,mg/kg,,,,,,,,,9,mg/g,,,0.84,mg/g,,6.01,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,Control,Control,40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5160,mg/kg,840,mg/kg,,,,,,,,,8.97,mg/g,,,0.72,mg/g,,6.02,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,50 ; manure t/ha: 0",40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4970,mg/kg,1210,mg/kg,,,,,,,,,9.67,mg/g,,,1.03,mg/g,,5.32,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,50 ; manure t/ha: 0",40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5490,mg/kg,1080,mg/kg,,,,,,,,,9.54,mg/g,,,1,mg/g,,5.28,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,NPK,"NPK: NPK kg/ha: 120,26.2,50 ; manure t/ha: 0",40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5330,mg/kg,930,mg/kg,,,,,,,,,9.47,mg/g,,,0.96,mg/g,,5.23,,23,29,48,,,,
,,,,,,,,,Xu et al. 2026,https://doi.org/10.1111/gcb.70762,Figshare,S4,,,,fertilization,amendment,NPKM,"NPKM: NPK kg/ha: 120,26.2,50 ; manure t/ha: 27",40°48′N,123°33′E,N/A,Shenyang,N/A,0,20,N/A,Alisols,cropland,N/A,,Maize-maize-soybean rotation,,,,2017_to_2020,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5600,mg/kg,1580,mg/kg,,,,,,,,,12.43,mg/g,,,1.36,mg/g,,5.54,,23,29,48,,,,
